Coverage,Length,Time,DGP,Method,Algorithm,LogTime
0.93,3.527339089185562,0.006436824798583984,Linear,SplitCP,SGD,-2.1913283116017603
0.93,3.5984022814353627,1.198441982269287,Linear,RO-StabCP,SGD,0.07861701426438142
0.93,3.5366141664980315,0.008935213088989258,Linear,LOO-StabCP,SGD,-2.048895085881484
0.85,3.0177716760252786,1.1649360656738281,Linear,OracleCP,SGD,0.06630209095260767
0.85,3.1427718724012226,27.03058934211731,Linear,FullCP,SGD,1.4318555146309966
0.93,3.735229866101575,0.004855632781982422,Linear,SplitCP,SGD,-2.31375416517602
0.86,3.26664840243959,0.8721280097961426,Linear,RO-StabCP,SGD,-0.059419765218933294
0.86,3.2059199010061286,0.010635852813720703,Linear,LOO-StabCP,SGD,-1.9732276813659697
0.83,2.911590685610051,0.8559260368347168,Linear,OracleCP,SGD,-0.06756376240506344
0.83,2.96753920819669,30.23477602005005,Linear,FullCP,SGD,1.480506755689881
0.87,3.202670352098751,0.002565145492553711,Linear,SplitCP,SGD,-2.5908879970935845
0.85,3.083967998870475,0.894108772277832,Linear,RO-StabCP,SGD,-0.04860964414983021
0.83,3.0196094500548245,0.0062329769134521484,Linear,LOO-StabCP,SGD,-2.2053044817040077
0.95,3.3364279073451035,0.9126029014587402,Linear,OracleCP,SGD,-0.039718154799039264
0.94,3.4740292114683324,34.675193071365356,Linear,FullCP,SGD,1.5400188879023564
1.0,5.327143997837313,0.007627010345458984,Linear,SplitCP,SGD,-2.1176456645234794
0.95,3.595470731740855,0.9251163005828857,Linear,RO-StabCP,SGD,-0.03380366669186801
0.95,3.538285781484743,0.01300191879272461,Linear,LOO-StabCP,SGD,-1.8859925508009017
0.93,3.2756225393869016,0.9852609634399414,Linear,OracleCP,SGD,-0.006448723846294137
0.93,3.4130555906805156,31.767870903015137,Linear,FullCP,SGD,1.5019881091911176
0.87,3.040618055612102,0.002499818801879883,Linear,SplitCP,SGD,-2.602091469806224
0.94,3.5683785157268915,1.2571368217468262,Linear,RO-StabCP,SGD,0.09938254713382204
0.94,3.5124562712737575,0.025731801986694336,Linear,LOO-StabCP,SGD,-1.5895297992745017
0.92,3.0987971626109765,1.0318851470947266,Linear,OracleCP,SGD,0.013631361284595947
0.92,3.1593610598985093,29.91082215309143,Linear,FullCP,SGD,1.475828350565376
0.92,3.2598254379878857,0.011683225631713867,Linear,SplitCP,SGD,-1.9324372359349267
0.92,3.3073838334561585,1.0167410373687744,Linear,RO-StabCP,SGD,0.007210352762447142
0.92,3.249643192836251,0.014614105224609375,Linear,LOO-StabCP,SGD,-1.8352277699685837
0.96,3.6077225016846444,1.1464426517486572,Linear,OracleCP,SGD,0.05935233499092145
0.96,3.5861987707588368,34.308003187179565,Linear,FullCP,SGD,1.5353954417511435
0.95,3.3212976413467246,0.010920047760009766,Linear,SplitCP,SGD,-1.9617754621932468
0.97,3.764846680309166,0.90960693359375,Linear,RO-StabCP,SGD,-0.04114623784315734
0.96,3.7048067686568746,0.013655900955200195,Linear,LOO-StabCP,SGD,-1.8646796417736689
0.96,3.0821181796924524,0.9000558853149414,Linear,OracleCP,SGD,-0.045730523971355005
0.94,3.105456380107074,34.76285123825073,Linear,FullCP,SGD,1.541115389935891
0.97,3.3922250211335494,0.0027008056640625,Linear,SplitCP,SGD,-2.5685066642618923
0.96,3.3073375756344827,0.9672489166259766,Linear,RO-StabCP,SGD,-0.014461748041066072
0.96,3.249583783720036,0.014403104782104492,Linear,LOO-StabCP,SGD,-1.841543879821881
0.92,3.078415316061462,0.9094710350036621,Linear,OracleCP,SGD,-0.04121112786865625
0.9,3.181172052158969,30.438162803649902,Linear,FullCP,SGD,1.4834184356045794
0.94,3.474160018607792,0.002507925033569336,Linear,SplitCP,SGD,-2.6006854494975262
0.92,3.3257035806047646,0.8901987075805664,Linear,RO-StabCP,SGD,-0.05051304057589098
0.92,3.2665582302840375,0.008453130722045898,Linear,LOO-StabCP,SGD,-2.07298241489703
0.89,3.457272477951293,0.8722841739654541,Linear,OracleCP,SGD,-0.059342006948479194
0.89,3.416731129572264,28.122941970825195,Linear,FullCP,SGD,1.4490607507312554
0.87,3.098060973034812,0.015460729598999023,Linear,SplitCP,SGD,-1.8107700153761186
0.9,3.5827677376243194,0.8920559883117676,Linear,RO-StabCP,SGD,-0.04960788704564954
0.89,3.521474950320821,0.025166034698486328,Linear,LOO-StabCP,SGD,-1.5991852089344296
0.92,3.9732127144165985,0.9537951946258545,Linear,OracleCP,SGD,-0.02054486994234048
0.91,3.9780824473991196,36.10433387756348,Linear,FullCP,SGD,1.5575593367017913
0.86,3.1655057382972056,0.0037848949432373047,Linear,SplitCP,SGD,-2.421946170643573
0.93,4.111980860425597,0.9601421356201172,Linear,RO-StabCP,SGD,-0.017664470974768417
0.92,4.0559972721698845,0.015175104141235352,Linear,LOO-StabCP,SGD,-1.8188683198369777
0.89,3.487924962266939,0.9149601459503174,Linear,OracleCP,SGD,-0.03859782262296674
0.88,3.4773384824672564,35.37370800971985,Linear,FullCP,SGD,1.5486805866384636
0.88,3.1510491993054868,0.007710933685302734,Linear,SplitCP,SGD,-2.112893031829199
0.91,3.6539588253705966,0.9154541492462158,Linear,RO-StabCP,SGD,-0.038363402567110835
0.9,3.5976346859218014,0.007501840591430664,Linear,LOO-StabCP,SGD,-2.124832168524082
0.9,3.5950760100472285,0.9650330543518066,Linear,OracleCP,SGD,-0.015457810929015563
0.9,3.6595971928175164,30.955443859100342,Linear,FullCP,SGD,1.49073703558769
0.7,2.3855216591342225,0.004731893539428711,Linear,SplitCP,SGD,-2.324965034914513
0.93,3.789608576067691,0.8670151233673096,Linear,RO-StabCP,SGD,-0.06197332704779529
0.91,3.7287576962007454,0.01160430908203125,Linear,LOO-StabCP,SGD,-1.935380712234682
0.86,3.0185653783395994,1.0172231197357178,Linear,OracleCP,SGD,0.007416222384068102
0.86,2.9692468720490606,36.17566633224487,Linear,FullCP,SGD,1.5584165392866358
0.86,3.0622477917867736,0.006165981292724609,Linear,SplitCP,SGD,-2.209997797235005
0.87,3.1454186438497493,1.0817418098449707,Linear,RO-StabCP,SGD,0.034123615724147245
0.86,3.085621185111459,0.0142059326171875,Linear,LOO-StabCP,SGD,-1.8475302496423565
0.92,3.035996729643324,1.0152137279510498,Linear,OracleCP,SGD,0.006557481755165902
0.92,3.1906954034735504,32.923425912857056,Linear,FullCP,SGD,1.5175050202715734
0.94,3.887738955748825,0.005549192428588867,Linear,SplitCP,SGD,-2.255770214954206
0.92,3.3651094253756613,0.9317018985748291,Linear,RO-StabCP,SGD,-0.030723019526919013
0.92,3.3021639299846663,0.005873203277587891,Linear,LOO-StabCP,SGD,-2.2311249675195617
0.91,3.1402105213553004,1.1266200542449951,Linear,OracleCP,SGD,0.051777477567203446
0.9,3.206950130179577,36.61804223060608,Linear,FullCP,SGD,1.5636951212007046
0.98,3.915760700335724,0.011373043060302734,Linear,SplitCP,SGD,-1.9441233165369713
0.91,3.3915143748956846,0.9812641143798828,Linear,RO-StabCP,SGD,-0.00821408336443549
0.91,3.3299027218450696,0.017066001892089844,Linear,LOO-StabCP,SGD,-1.7678682105536008
0.99,3.401334958648935,1.0254631042480469,Linear,OracleCP,SGD,0.010920039243890504
0.98,3.506583836242857,29.700324773788452,Linear,FullCP,SGD,1.4727611983641151
0.99,3.7314965232968382,0.010264158248901367,Linear,SplitCP,SGD,-1.9886766607938033
0.99,3.659197943078055,0.9242820739746094,Linear,RO-StabCP,SGD,-0.034195469823295285
0.99,3.5983853530336973,0.011208057403564453,Linear,LOO-StabCP,SGD,-1.9504696534193338
0.85,3.2655641185613695,0.7740018367767334,Linear,OracleCP,SGD,-0.11125800869559152
0.84,3.293222487337073,29.185942888259888,Linear,FullCP,SGD,1.4651737282973245
0.86,3.4402906897152685,0.0027227401733398438,Linear,SplitCP,SGD,-2.564993800697757
0.86,3.45624391774476,0.9298129081726074,Linear,RO-StabCP,SGD,-0.031604428996960275
0.85,3.3959494528758345,0.01329803466796875,Linear,LOO-StabCP,SGD,-1.8762125391776872
0.85,3.415537597060139,0.8980143070220947,Linear,OracleCP,SGD,-0.04671674416649072
0.85,3.458994750998695,28.767532110214233,Linear,FullCP,SGD,1.4589026065240547
0.83,2.863084955022409,0.006762027740478516,Linear,SplitCP,SGD,-2.1699230519210286
0.85,3.58688941279658,0.9782090187072754,Linear,RO-StabCP,SGD,-0.009568337469809077
0.85,3.5234358020785423,0.05492687225341797,Linear,LOO-StabCP,SGD,-1.2602151306665317
0.82,3.3731546540793795,0.8948359489440918,Linear,OracleCP,SGD,-0.048256576973217516
0.82,3.328762191567265,33.709062814712524,Linear,FullCP,SGD,1.5277466783573184
0.95,4.411111308069562,0.01401209831237793,Linear,SplitCP,SGD,-1.8534968242252092
0.83,3.5271696439062197,1.0678458213806152,Linear,RO-StabCP,SGD,0.028508552545296377
0.82,3.4659942454532335,0.015521049499511719,Linear,LOO-StabCP,SGD,-1.8090789160393943
0.87,2.9248493916036336,0.9761040210723877,Linear,OracleCP,SGD,-0.01050389814220491
0.86,2.939759708378755,38.95789384841919,Linear,FullCP,SGD,1.5905954699023106
0.86,2.905367955562527,0.005079030990600586,Linear,SplitCP,SGD,-2.2942191372391787
0.88,3.1440073290277604,0.9668259620666504,Linear,RO-StabCP,SGD,-0.0146516960479018
0.88,3.081444122039209,0.00928187370300293,Linear,LOO-StabCP,SGD,-2.0323643452535625
0.82,3.0563332028871963,1.0672798156738281,Linear,OracleCP,SGD,0.028278296155062967
0.79,3.0322334414916066,35.82912302017212,Linear,FullCP,SGD,1.5542361781867318
0.74,2.7194889980327144,0.0025060176849365234,Linear,SplitCP,SGD,-2.601015868520143
0.82,3.1792495927991977,0.8551578521728516,Linear,RO-StabCP,SGD,-0.06795371217232843
0.82,3.1197655514906786,0.008716106414794922,Linear,LOO-StabCP,SGD,-2.0596774760994734
0.92,3.2312329163892644,1.2668659687042236,Linear,OracleCP,SGD,0.10273067002847959
0.91,3.3361584823158164,35.37287783622742,Linear,FullCP,SGD,1.548670394209741
0.87,3.018479787566513,0.002537965774536133,Linear,SplitCP,SGD,-2.595514238833245
0.92,3.5000498668034585,0.8842649459838867,Linear,RO-StabCP,SGD,-0.053417590938178064
0.92,3.4424535239209417,0.005864143371582031,Linear,LOO-StabCP,SGD,-2.2317954202349757
0.88,3.4083939806939596,1.0857460498809814,Linear,OracleCP,SGD,0.035728258003860744
0.88,3.4874783601616888,33.652137994766235,Linear,FullCP,SGD,1.5270126611256196
0.9,3.652577460257945,0.012773990631103516,Linear,SplitCP,SGD,-1.8936734067048488
0.9,3.6077257743918767,0.9694249629974365,Linear,RO-StabCP,SGD,-0.01348580124988642
0.88,3.550436886276598,0.010447978973388672,Linear,LOO-StabCP,SGD,-1.9809677100879965
0.97,3.55641395909684,1.1113932132720947,Linear,OracleCP,SGD,0.04586774043615298
0.96,3.478744151586758,37.93821477890015,Linear,FullCP,SGD,1.579076890866985
0.98,4.059035421266293,0.007773876190185547,Linear,SplitCP,SGD,-2.1093623803946677
0.97,3.7190792469777154,0.9809658527374268,Linear,RO-StabCP,SGD,-0.008346110077563267
0.97,3.659102400597112,0.013506889343261719,Linear,LOO-StabCP,SGD,-1.8694446581287065
0.96,3.1940693338466213,0.8798232078552246,Linear,OracleCP,SGD,-0.05560458644812167
0.96,3.2464899610262643,34.286255836486816,Linear,FullCP,SGD,1.535120061424779
0.99,4.044654618980503,0.011088132858276367,Linear,SplitCP,SGD,-1.9551415789740956
0.97,3.36598421669974,1.154433012008667,Linear,RO-StabCP,SGD,0.062368737288669054
0.97,3.305592784027912,0.010288238525390625,Linear,LOO-StabCP,SGD,-1.9876589754987704
0.89,3.1171594435459404,1.0687999725341797,Linear,OracleCP,SGD,0.028896433971052828
0.88,3.280431305669712,31.38561773300171,Linear,FullCP,SGD,1.4967306808724643
0.82,2.6949020725749024,0.03174233436584473,Linear,SplitCP,SGD,-1.4983611379174613
0.91,3.4241390557365685,0.9412221908569336,Linear,RO-StabCP,SGD,-0.026307842170574653
0.9,3.3668424168885416,0.02357769012451172,Linear,LOO-StabCP,SGD,-1.627498744419737
0.87,3.1609193558092734,1.1416568756103516,Linear,OracleCP,SGD,0.0575355965365512
0.86,3.1693602358007977,33.2039680480957,Linear,FullCP,SGD,1.5211899872707837
0.86,3.1420990424475077,0.002496004104614258,Linear,SplitCP,SGD,-2.6027547048029724
0.88,3.312711137230517,0.9209041595458984,Linear,RO-StabCP,SGD,-0.03578556540160962
0.87,3.2509010061520773,0.005837202072143555,Linear,LOO-StabCP,SGD,-2.2337952720319922
0.96,3.286757524822077,0.9292910099029541,Linear,OracleCP,SGD,-0.031848264257997194
0.93,3.235258257204387,36.98808431625366,Linear,FullCP,SGD,1.5680618389546366
0.91,2.9632694301860307,0.011645793914794922,Linear,SplitCP,SGD,-1.9338308994812374
0.96,3.440840481196661,0.9745011329650879,Linear,RO-StabCP,SGD,-0.011217651630813496
0.96,3.3764924503421145,0.017813920974731445,Linear,LOO-StabCP,SGD,-1.7492404786125533
0.86,3.0276985251869273,1.001979112625122,Linear,OracleCP,SGD,0.0008586682715456028
0.86,2.980653942009959,41.659050941467285,Linear,FullCP,SGD,1.6197093718148314
0.86,3.060340484124362,0.002810239791870117,Linear,SplitCP,SGD,-2.5512566210761176
0.87,3.162256255859355,0.9321599006652832,Linear,RO-StabCP,SGD,-0.030509583332595003
0.86,3.098829968057909,0.011263847351074219,Linear,LOO-StabCP,SGD,-1.948313243769732
0.95,3.60611138709414,1.0929200649261475,Linear,OracleCP,SGD,0.03858839924981529
0.95,3.8425672510042608,30.361413717269897,Linear,FullCP,SGD,1.4823219897305226
0.95,3.962236724888759,0.003443002700805664,Linear,SplitCP,SGD,-2.4630626366201778
0.95,3.997672352601199,1.0056500434875488,Linear,RO-StabCP,SGD,0.002446876720195635
0.95,3.9435988848041212,0.016520023345947266,Linear,LOO-StabCP,SGD,-1.7819893432741774
0.86,2.924260852755879,0.9315319061279297,Linear,OracleCP,SGD,-0.030802265386104425
0.86,3.006290520194319,34.95678687095642,Linear,FullCP,SGD,1.5435315066756392
0.85,2.940728909727279,0.010251998901367188,Linear,SplitCP,SGD,-1.9891914490279998
0.87,3.144225161637576,0.9401106834411621,Linear,RO-StabCP,SGD,-0.026821011955703303
0.87,3.086423619335194,0.0362858772277832,Linear,LOO-StabCP,SGD,-1.440262373186533
0.89,3.421418012857476,0.8935749530792236,Linear,OracleCP,SGD,-0.04886901300338293
0.88,3.3414918173178516,35.10635805130005,Linear,FullCP,SGD,1.5453857779055986
0.89,3.441548062607244,0.012372016906738281,Linear,SplitCP,SGD,-1.9075594951918036
0.91,3.546162974815408,0.971203088760376,Linear,RO-StabCP,SGD,-0.012689945060565888
0.9,3.4879009899697673,0.010574817657470703,Linear,LOO-StabCP,SGD,-1.97572711246706
0.93,3.5129339424203248,0.9861199855804443,Linear,OracleCP,SGD,-0.00607023931315441
0.93,3.529902289503415,28.16223978996277,Linear,FullCP,SGD,1.449667192009104
0.83,2.549479923354143,0.00845193862915039,Linear,SplitCP,SGD,-2.073043665088501
0.93,3.644825662939383,0.8877770900726318,Linear,RO-StabCP,SGD,-0.051696066545858094
0.93,3.5835730400185724,0.006224155426025391,Linear,LOO-StabCP,SGD,-2.2059195709312256
0.91,2.9558713899292623,1.049670934677124,Linear,OracleCP,SGD,0.0210531717818754
0.91,2.9969037460975856,32.04350686073303,Linear,FullCP,SGD,1.5057400394634652
0.97,3.6460876260644755,0.0029790401458740234,Linear,SplitCP,SGD,-2.5259236441451174
0.92,3.144892982733452,0.9075760841369629,Linear,RO-StabCP,SGD,-0.042116956886038746
0.92,3.0851890907739716,0.020617961883544922,Linear,LOO-StabCP,SGD,-1.6857542675916544
0.88,3.0822846159404516,0.9091110229492188,Linear,OracleCP,SGD,-0.04138307639308175
0.85,3.0903497567986595,34.02801990509033,Linear,FullCP,SGD,1.5318366781786021
0.86,3.06191560187102,0.005478858947753906,Linear,SplitCP,SGD,-2.26130988025532
0.88,3.243706888595922,0.860724925994873,Linear,RO-StabCP,SGD,-0.06513561998625929
0.88,3.1836811376862966,0.01722097396850586,Linear,LOO-StabCP,SGD,-1.7639422897472947
0.85,3.0397172257110334,0.9098799228668213,Linear,OracleCP,SGD,-0.04101591787367552
0.85,3.057493282406915,33.64152503013611,Linear,FullCP,SGD,1.5268756749130543
0.85,2.9546951528545518,0.0034308433532714844,Linear,SplitCP,SGD,-2.464599110670981
0.85,3.184874156420557,0.9667317867279053,Linear,RO-StabCP,SGD,-0.01469400130618148
0.85,3.124919476256343,0.009439229965209961,Linear,LOO-StabCP,SGD,-2.0250634331913986
0.92,3.0654674265240045,0.9256739616394043,Linear,OracleCP,SGD,-0.03354195240485118
0.92,3.132958624125554,20.48654580116272,Linear,FullCP,SGD,1.311468738979272
0.91,2.8711674690293814,0.007009029388427734,Linear,SplitCP,SGD,-2.1543421190426737
0.92,3.2738792724746744,0.9097201824188232,Linear,RO-StabCP,SGD,-0.041092170227232765
0.92,3.215050490777308,0.019345998764038086,Linear,LOO-StabCP,SGD,-1.7134088443085362
0.92,3.456441508056417,1.0967919826507568,Linear,OracleCP,SGD,0.04012426717964939
0.92,3.473077689985509,31.445536136627197,Linear,FullCP,SGD,1.497559003713757
0.91,3.2687719908241704,0.005695819854736328,Linear,SplitCP,SGD,-2.2444437548577083
0.93,3.6392261678165045,0.946455717086792,Linear,RO-StabCP,SGD,-0.023899701060726003
0.93,3.5784221541787384,0.01455998420715332,Linear,LOO-StabCP,SGD,-1.8368390960909684
0.78,3.0349781234592643,0.8437139987945557,Linear,OracleCP,SGD,-0.07380474507462098
0.77,3.046901894033293,29.784024953842163,Linear,FullCP,SGD,1.473983387073867
0.81,3.3458380749199987,0.014560699462890625,Linear,SplitCP,SGD,-1.8368177620025627
0.79,3.1918382482795185,0.9650318622589111,Linear,RO-StabCP,SGD,-0.015458347407723588
0.78,3.133014271467557,0.0235137939453125,Linear,LOO-StabCP,SGD,-1.6286772919052799
0.86,3.02562255662381,0.8400628566741943,Linear,OracleCP,SGD,-0.07568821716972937
0.84,3.006779744336521,26.882997035980225,Linear,FullCP,SGD,1.4294776841597534
0.82,2.9728459041684134,0.0030219554901123047,Linear,SplitCP,SGD,-2.5197119366022127
0.87,3.1586196444992436,0.8703389167785645,Linear,RO-StabCP,SGD,-0.060311596778362016
0.86,3.098461371062066,0.012859106063842773,Linear,LOO-StabCP,SGD,-1.8907892215388913
0.95,3.131176471746164,1.1009926795959473,Linear,OracleCP,SGD,0.041784431395317144
0.95,3.4674171245030134,31.914571046829224,Linear,FullCP,SGD,1.5039890115968753
0.91,2.873726867868559,0.0037429332733154297,Linear,SplitCP,SGD,-2.4267879151482585
0.95,3.606259636197095,1.155940294265747,Linear,RO-StabCP,SGD,0.0629354028210437
0.95,3.548190799387192,0.008675813674926758,Linear,LOO-StabCP,SGD,-2.0616897836311128
0.94,3.4629840662082505,0.9283161163330078,Linear,OracleCP,SGD,-0.03230410977103596
0.91,3.4291592979840844,31.422479152679443,Linear,FullCP,SGD,1.4972404467718612
0.91,3.474300477560182,0.008151054382324219,Linear,SplitCP,SGD,-2.0887862093204848
0.94,3.6532996519210172,0.8387629985809326,Linear,RO-StabCP,SGD,-0.07636073636902777
0.94,3.592973940479072,0.022245168685913086,Linear,LOO-StabCP,SGD,-1.652764296632796
0.9,3.2327512126452786,0.43576502799987793,Linear,OracleCP,SGD,-0.3607476266737801
0.89,3.1890870404862066,11.405490159988403,Linear,FullCP,SGD,1.0571139541636483
0.89,2.90209366527211,0.002847909927368164,Linear,SplitCP,SGD,-2.5454737505216896
0.9,3.357932533550835,0.5121338367462158,Linear,RO-StabCP,SGD,-0.2906165293272863
0.9,3.2953277798952474,0.01131892204284668,Linear,LOO-StabCP,SGD,-1.9461949311985312
0.92,3.299738737523323,0.5296392440795898,Linear,OracleCP,SGD,-0.2760198429494523
0.92,3.460812924852084,9.289232969284058,Linear,FullCP,SGD,0.9679798549021363
0.98,4.332914478651138,0.0025300979614257812,Linear,SplitCP,SGD,-2.5968626632972946
0.92,3.6186911414321123,0.4393947124481201,Linear,RO-StabCP,SGD,-0.35714517356120945
0.92,3.5548680284270477,0.005816221237182617,Linear,LOO-StabCP,SGD,-2.2353590821593015
0.95,3.635075348663546,0.5958590507507324,Linear,OracleCP,SGD,-0.22485645958959058
0.95,3.7121814479542,11.066102743148804,Linear,FullCP,SGD,1.0439946981007469
0.99,4.67029762612749,0.005888938903808594,Linear,SplitCP,SGD,-2.2299629513479204
0.96,3.8161997501691816,0.5580930709838867,Linear,RO-StabCP,SGD,-0.2532933694420271
0.95,3.7580031032774497,0.005794048309326172,Linear,LOO-StabCP,SGD,-2.2370178880783538
0.93,3.3285533679432775,0.5703859329223633,Linear,OracleCP,SGD,-0.24383119376195506
0.93,3.320594028012715,11.004737138748169,Linear,FullCP,SGD,1.0415796733723672
0.93,3.440339938153364,0.0025043487548828125,Linear,SplitCP,SGD,-2.6013051915261634
0.93,3.5121801051127646,0.521461009979248,Linear,RO-StabCP,SGD,-0.2827781585392684
0.93,3.4544406334409343,0.009821891784667969,Linear,LOO-StabCP,SGD,-2.007804855134211
0.92,3.3079250412330157,0.5375769138336182,Linear,OracleCP,SGD,-0.2695593902703614
0.92,3.3772991249306035,11.288134098052979,Linear,FullCP,SGD,1.052622160003779
0.92,3.489804142423695,0.0028340816497802734,Linear,SplitCP,SGD,-2.5475876419014676
0.92,3.6060329878764894,0.5961463451385498,Linear,RO-StabCP,SGD,-0.22464711427931414
0.92,3.5417680918144674,0.005820035934448242,Linear,LOO-StabCP,SGD,-2.2350743338923102
0.95,3.7249332560313295,0.5440797805786133,Linear,OracleCP,SGD,-0.26433741330802546
0.95,3.8532809112056974,11.009357929229736,Linear,FullCP,SGD,1.0417619914582528
0.88,3.2680955560709917,0.0025482177734375,Linear,SplitCP,SGD,-2.593763459476116
0.95,4.017260363425053,0.5383307933807373,Linear,RO-StabCP,SGD,-0.2689507771361303
0.95,3.953158526505015,0.00587916374206543,Linear,LOO-StabCP,SGD,-2.2306844439978244
0.92,3.4951123033235456,0.619816780090332,Linear,OracleCP,SGD,-0.20773667042976238
0.91,3.47870425466946,13.20660400390625,Linear,FullCP,SGD,1.120791155845135
0.87,3.1395996539576605,0.0024819374084472656,Linear,SplitCP,SGD,-2.60520917509705
0.95,3.6269380771703386,0.5626418590545654,Linear,RO-StabCP,SGD,-0.2497679606170349
0.93,3.5647265877978653,0.0058460235595703125,Linear,LOO-StabCP,SGD,-2.2331394387612087
0.87,3.16351037230972,0.5531878471374512,Linear,OracleCP,SGD,-0.25712736937819813
0.86,3.154104986152321,12.518758058547974,Linear,FullCP,SGD,1.09756124620085
0.83,2.8559523900831407,0.0028390884399414062,Linear,SplitCP,SGD,-2.5468210786328993
0.89,3.3472009167115395,0.4986600875854492,Linear,RO-StabCP,SGD,-0.3021953910258134
0.88,3.290206606443985,0.00583195686340332,Linear,LOO-StabCP,SGD,-2.234185696976637
0.86,3.041901332434145,0.570504903793335,Linear,OracleCP,SGD,-0.24374061823747062
0.84,3.065340744401106,13.688784122467041,Linear,FullCP,SGD,1.1363648745507937
0.84,2.9610867471444346,0.0025060176849365234,Linear,SplitCP,SGD,-2.601015868520143
0.88,3.2281048502903804,0.4934079647064209,Linear,RO-StabCP,SGD,-0.30679384430690254
0.86,3.1691530442369737,0.005872964859008789,Linear,LOO-StabCP,SGD,-2.231142597758138
0.84,2.9860380331718335,0.5212137699127197,Linear,OracleCP,SGD,-0.28298411921019245
0.83,2.9255708890070053,15.261624813079834,Linear,FullCP,SGD,1.1836007727925415
0.89,3.6600777791024877,0.0064771175384521484,Linear,SplitCP,SGD,-2.1886182218533143
0.84,3.1304871399571836,0.5599939823150635,Linear,RO-StabCP,SGD,-0.2518166398891634
0.84,3.0740108733199714,0.006429195404052734,Linear,LOO-StabCP,SGD,-2.1918433744232653
0.89,2.902305051900726,0.5759940147399902,Linear,OracleCP,SGD,-0.23958202938737858
0.89,2.9272171787421954,12.629578113555908,Linear,FullCP,SGD,1.101388843349086
0.84,2.7693194633282374,0.002553701400756836,Linear,SplitCP,SGD,-2.592829885296928
0.89,3.0691906354539253,0.5089550018310547,Linear,RO-StabCP,SGD,-0.2933206131845487
0.89,3.0091305841571176,0.007508993148803711,Linear,LOO-StabCP,SGD,-2.1244182919216947
0.94,3.829835602271115,0.4714221954345703,Linear,OracleCP,SGD,-0.32658997393762973
0.94,3.9282898085971327,10.776672840118408,Linear,FullCP,SGD,1.0324846986789575
0.91,3.5879117728849512,0.0031070709228515625,Linear,SplitCP,SGD,-2.507648833307133
0.95,4.0617104202730685,0.5036730766296387,Linear,RO-StabCP,SGD,-0.2978512633247128
0.95,4.0037562035786705,0.005835771560668945,Linear,LOO-StabCP,SGD,-2.233901716758482
0.96,3.6240955978600193,0.5321300029754639,Linear,OracleCP,SGD,-0.2739822536493421
0.96,3.634089640947189,11.398531675338745,Linear,FullCP,SGD,1.056848910426945
1.0,4.738999956657784,0.0024809837341308594,Linear,SplitCP,SGD,-2.6053760830475685
0.97,3.7676755762343657,0.41604113578796387,Linear,RO-StabCP,SGD,-0.3808637266749516
0.96,3.709670555395424,0.005828857421875,Linear,LOO-StabCP,SGD,-2.2344165677119903
0.86,3.149972383184831,0.47200632095336914,Linear,OracleCP,SGD,-0.3260521853981423
0.85,3.1456568522696267,9.13589096069336,Linear,FullCP,SGD,0.9607509075116917
0.83,2.9654597864815124,0.003303050994873047,Linear,SplitCP,SGD,-2.4810847213067664
0.87,3.275082418334279,0.5391499996185303,Linear,RO-StabCP,SGD,-0.2682903907617682
0.86,3.212514443041781,0.00586700439453125,Linear,LOO-StabCP,SGD,-2.2315835864862494
0.94,3.566263595221755,0.4695570468902588,Linear,OracleCP,SGD,-0.3283116373816593
0.94,3.7374151819971515,12.542465925216675,Linear,FullCP,SGD,1.098382929830507
0.94,3.8474641889929577,0.002496004104614258,Linear,SplitCP,SGD,-2.6027547048029724
0.95,3.9118046016999677,0.46184277534484863,Linear,RO-StabCP,SGD,-0.335505845702281
0.94,3.84800044218111,0.005898952484130859,Linear,LOO-StabCP,SGD,-2.2292251020445972
0.91,3.2168175385859064,0.46835803985595703,Linear,OracleCP,SGD,-0.3294220202506016
0.91,3.1734943068283656,10.196749925613403,Linear,FullCP,SGD,1.0084617683997184
0.92,3.83650160373956,0.011316061019897461,Linear,SplitCP,SGD,-1.9463047193510221
0.91,3.3783348634160304,0.6165268421173096,Linear,RO-StabCP,SGD,-0.21004801050432573
0.91,3.3148124710234494,0.006944179534912109,Linear,LOO-StabCP,SGD,-2.1583790594309744
0.85,2.851156269417972,0.39879918098449707,Linear,OracleCP,SGD,-0.3992457422718131
0.83,2.892509166684398,8.606735944747925,Linear,FullCP,SGD,0.934838478985408
0.85,2.9519151090901308,0.003122091293334961,Linear,SplitCP,SGD,-2.5055544018463354
0.87,3.020082491277088,0.4596121311187744,Linear,RO-StabCP,SGD,-0.33760851695413174
0.85,2.959577312294893,0.008272886276245117,Linear,LOO-StabCP,SGD,-2.0823429456881786
0.93,2.975462918531764,0.761479377746582,Linear,OracleCP,SGD,-0.11834185365707445
0.93,3.383331882377005,8.938955068588257,Linear,FullCP,SGD,0.9512867543138925
0.87,2.9667914383471494,0.0024421215057373047,Linear,SplitCP,SGD,-2.612232731890537
0.94,3.537605181031929,0.41402578353881836,Linear,RO-StabCP,SGD,-0.38297261226084595
0.94,3.4778290980694533,0.005746126174926758,Linear,LOO-StabCP,SGD,-2.240624841888656
0.93,3.216423210749635,0.4293041229248047,Linear,OracleCP,SGD,-0.3672349406496227
0.92,3.20648333850029,9.269269943237305,Linear,FullCP,SGD,0.9670455300334777
